en,zh_CN,pos,description
HomeGroup troubleshooter,家庭组疑难解答
802.1X-capable switch,802.1X-支持交换 
IPV6 transition technology,IPV6 转换技术
color separation,分色
Sharpen and Soften,锐化和柔化
Desktop Gadget Gallery,桌面小工具库 
ClearType Text Tuner,ClearType 文本调谐器
Multiple Connected Session,多连接会话
MCS,MCS
distributed routing table,分布式路由表
DRT,DRT
DRT API,DRT 平台
DRT mesh,DRT 网格
DRT protocol,DRT 协议
pinch gesture,收缩手势
stretch gesture,拉伸手势
magnetic ink character recognition,磁墨字符识别
MICR,MICR
migration,迁移
Bluetooth stack,蓝牙驱动
Windows Bluetooth stack,Windows 蓝牙驱动
minidriver,微型驱动器
HID minidriver,HID 微型驱动器
home automation controller,主自动化控制器
bus enumerator,总线枚举器
composite bus enumerator,复合总线枚举器
card reader,读卡器
all-in-one card reader,通用读卡器
scan code,扫描代码
Window Gallery,视窗库
solid-state drive,固态硬盘
primary storage device,主要存储设备
nonvolatile storage,永久性存储
nonvolatile memory,永久性内存
hosted cache,托管缓存
pinch,收缩
stretch,拉伸
pan,平移
addressing,寻址
Office Document Cache,Office 文档缓存
peer-to-peer technology,对等技术
peer discovery,对等机发现
peer,对等机
end-of-sector marker,扇区结束标记
signature word,签名文字
root user,根用户
lock grace period,锁定宽限期
enforcement mode,强制模式
deferred enforcement mode,延迟的强制模式
full enforcement mode,完整强制模式
reporting mode,报告模式
client failback,客户端故障回复
skin,应用外观
Click-to-Run,即点即用
code signing,代码签名
tag,标记
Active Directory group validation,Active Directory 组验证
error handling,错误处理 
Windows Workflow Foundation activity,Windows Workflow Foundation 活动
activity,活动
activity assembly,活动程序集
approval activity,审批活动
approval,审批
image editing,图像编辑
approval e-mail,审批电子邮件
initialization,初始化
approval request,审批请求
approval response,审批响应
approvals search folder,审批搜索文件夹
approval threshold,审批阈值
attribute flow,属性流
authentication challenge,身份验证质询
authentication challenge activity,身份验证质询活动
authorization,授权
computed group,计算组
clear registration attribute,清除注册属性
connected object scope,已连接对象范围
connected object type,已连接对象类型
connected system scope,已连接系统范围
count XPath,count XPath
cross-forest member,跨林成员
Microsoft Media Foundation,Microsoft 媒体基础
Media Foundation,媒体基础
broadcast bit,广播比特
position slider,位置滑块
Digital Living Network Alliance,数字生活网络联盟
DLNA,DLNA
scroll-fed,滚动式进纸
Congestion Controller,拥塞控制器
certificate issuance policy,证书颁发策略
certificate issuance,证书颁发 
destination set,目标集
domain configuration,域配置
web filtering,网络筛选
dynamic membership,动态成员资格
static membership,静态成员资格
escalated approver,升级审批者
forest configuration,林配置
function activity,函数活动
function,函数
gate,入口
lockout gate,锁定入口
QA gate,QA 入口
global address list synchronization,全局地址列表同步
GAL synchronization,GAL 同步
group nesting,组嵌套
group owner,组所有者
group type,组类型
group scope,组范围
group validation activity,组验证活动
Performance troubleshooter,性能疑难解答
Maintenance troubleshooter,维护疑难解答
Hardware and Devices troubleshooter,硬件和设备疑难解答
group policy engine,组策略引擎
fault tolerant heap,容错堆
FTH,FTH
non-authoritative recovery,非权威恢复
authoritative recovery,权威恢复
short grain,短粒度
search connector,搜索连接器
Distributed Scan Server,分布式扫描服务器
network scanner,网络扫描仪
Play Sound troubleshooter,播放声音疑难解答
Record Sound troubleshooter,录音疑难解答
Microsoft Update Solution Center,Microsoft 更新解决方案中心
federated search,联合搜索
extended affinity,扩展的关联
Display Color Calibration,显示颜色校准
assembler,汇编程序
Data Macros,数据宏
Slicers,切片器
sparkline,迷你图
Schedule View,日程安排视图
Picture Presentation,图片演示文稿
type checking,类型检查
validity check,验证检查
BitLocker recovery key,BitLocker 恢复密钥
Scan Management,扫描管理
long grain,长粒度
Macro Designer,宏设计器
Macro Manager,宏管理器
Macro Catalog,宏目录
Excel Mobile Viewer,Excel 手机阅读器
Word Mobile Viewer,Word 手机阅读器
SmartArt graphic Picture Layout,SmartArt 图形图片布局
inking gap,墨迹间隙
battery meter,电池指示器
line pencil,画线笔
Application Impact Telemetry,应用程序影响遥测
AIT,AIT
roaming aggressiveness,漫游入侵
RemoteApp,RemoteApp
remote desktop server farm,远程桌面服务器场
Remote Desktop Services,远程桌面服务
RDS CAL,RDS CAL
Remote Desktop Services client access license,远程桌面服务客户端访问许可
Remote Desktop Server Configuration,远程桌面服务器配置
RD CAP,RD CAP
Remote Desktop Easy Print,远程桌面轻松打印
Remote Desktop license server,远程桌面授权服务器
Remote Desktop licensing mode,远程桌面授权模式
Remote Desktop Services Per Device client access license,远程桌面服务－每设备客户端访问许可
RDS Per Device CAL,RDS－每设备 CAL
Remote Desktop Services Per User client access license,远程桌面服务－每用户客户端访问许可
RDS Per User CAL,RDS－每用户 CAL
Remote Desktop resource authorization policy,远程桌面资源授权策略
RD RAP,RD RAP
RD Gateway Manager,RD 网关管理器
Remote Desktop Gateway Manager,远程桌面网关管理器
Remote Desktop IP Virtualization,远程桌面 IP 虚拟化
RD Licensing Manager,RD 授权管理器
Remote Desktop Licensing Manager,远程桌面授权管理器
RemoteApp Manager,RemoteApp 管理器
RemoteApp and Desktop Web Access Configuration,RemoteApp 和桌面 Web 访问配置
RAD Web Access Configuration,RAD Web 访问配置
Remote Desktop Gateway,远程桌面网关
RD Gateway,RD 网关
Remote Desktop Licensing,远程桌面授权
RD Licensing,RD 授权
Remote Desktop Connection Broker,远程桌面连接代理
RD Connection Broker,RD 连接代理
remote desktop server group,远程桌面服务器组
Remote Desktop Services Licensing Web site,远程桌面服务授权网站
RD Licensing grace period,RD 授权宽限期
Remote Desktop Server Extension,远程桌面服务器扩展
Remote Desktop profile,远程桌面配置文件
RD Gateway server,RD 网关服务器
Microsoft Assessment and Planning Toolkit,Microsoft Assessment and Planning Toolkit
MAP,MAP
Microsoft Deployment Toolkit,Microsoft Deployment Toolkit
MDT,MDT
red gain,红增益
synchronization orchestrator,同步业务流程
fail fast exception,快速异常检测失败
rating shortcut,分级快捷方式
remote media connection,远程媒体连接
online identity association,联机标识关联
desk phone,桌面电话
unlock,解锁
dial pad,拨号盘
digital broadcasting,数字广播
action gesture,操作笔势
combine,合并
null pointer,空指针
revision gesture,修订笔势
join gesture,连接笔势
split gesture,拆分笔势
inheritor,继承者
Lockout threshold,锁定阈值
Lockout duration,锁定持续时间
Lockout Threshold before Permanent Lockout,永久性锁定前的锁定阈值
notification activity,通知活动
notification message,通知邮件
object scope,对象范围
object type,对象类型
object ID,对象 ID
comparator,比较运算符
Universal Object Control,通用对象控件
UOC,UOC
Object Visualization Configuration,对象可视化配置
operation type,操作类型
operator,运算符
origin set,原始集
outbound attribute flow,出站属性流
password reset,密码重置
policy update flag,策略更新标志
random password setting,随机密码设置
lockout,锁定
near field communication sensor,近距离通信传感器
radio frequency identification sensor,无线频率识别传感器
scatter/gather direct memory access,分散/集中直接内存访问
scatter/gather DMA,分散/集中 DMA
SSD,SSD
Suggested Contacts,建议的联系人
Team Planner,工作组规划器
Retention Policy,保留策略
Distributed Scan Management,分布式扫描管理
page printer,页式打印机
reference attribute type,引用属性类型
referential integrity,引用完整性
Windows Live for mobile,面向移动设备的 Windows Live
registration,注册
re-registration,重新注册
relationship criterion,关系条件
request management,请求管理
requestor,请求者
requestor scope,请求者范围
resource current set,当前资源集
resource final set,最终资源集
search folder,搜索文件夹
set,集
object type mapping,对象类型映射
synchronization filter,同步筛选器
unlocked group,解除锁定的组
usage keyword,使用情况关键字
update request,更新请求
web portal,Web 门户
workflow activity,工作流活动
workflow host,工作流主机
workflow management,工作流管理
workflow instance,工作流实例
workflow service host,工作流服务主机
silent activation,无提示激活
CPU cap,CPU 上限
CPU capping,CPU 消耗
push-button configuration,下压按钮配置方法
PBC,PBC
AIT Agent,AIT 代理
Application Impact Telemetry Agent,应用程序影响遥测代理
key signing key,关键签名密钥
KSK,KSK
socket,插槽
PowerPC,PowerPC
CRT,CRT
computed group member,计算组成员
connector space,连接器空间
connected system object creation flag,已连接系统对象创建标志
metaverse,Metaverse
monitored mailbox,受监控的邮箱
multiple forest group validation,多级林组验证
configuration object,配置对象
object identifier,对象标识符
relationship creation,关系创建
relationship termination,关系终止
request phase,请求阶段
OVC,OVC
Management Policy Rule,管理策略规则
MPR,MPR
Hyper-Threading Technology,超线程技术
Transporter Command Shell,Transporter 命令外壳
Transporter Management Console,Transporter 管理控制台
UID cache,UID 高速缓存
UID list,UID 列表
UIDL command,UIDL 命令
Windows Installer service,Windows Installer 服务
SQL writer,SQL 编写器
media usage rights,媒体使用权限
default location,默认位置
client failover,客户端故障转移
Weekend Rule,周末规则
BOF,BOF
WebDAV injector,WebDAV 注入程序
WebDAV provider,WebDAV 提供程序
VOIP-enabled Live Meeting trial conference center session,启用 VOIP 的 Live Meeting 试用版会议中心会话
user migration,用户迁移
synchronization engine,同步引擎
SyncEngine,SyncEngine
shopping cart,购物车
Simple Control Protocol,简单控制协议
SCP,SCP
reject,拒绝
cart,购物车
relational store,关系存储区
Quick Start Guide,快速入门指南
PROXYAUTH,PROXYAUTH
private area,专用区域
discretize,离散化
PowerShell pipe object,PowerShell 管道对象
parent company,母公司
LegacyExchangeDN,LegacyExchangeDN
Junk E-mail Reporting Tool,垃圾邮件报告工具
forms-based authentication,基于表单的身份验证
e-mail coexistence,电子邮件共存
directory synchronization,目录同步
Container Name,容器名称
Configuration Wizard,配置向导
Booking Attendant,预定助理
Client Access server,客户端访问服务器
data card,数据卡 
search filter,搜索筛选器
alternate recipient,备用收件人
Advanced Sync settings,高级同步设置
Active Directory site,Active Directory 站点
Active Directory provider,Active Directory 提供程序
Active Directory object,Active Directory 对象
Active Directory credentials,Active Directory 凭据
Active Directory container,Active Directory 容器
Active Directory account,Active Directory 帐户
activation confirmation message,激活确认消息
activation,激活
Information Rights Management Services,Information Rights Management Services
heap corruption,堆损坏
Microsoft Business Productivity Online Standard Suite,Microsoft Business Productivity Online Standard Suite
Microsoft Online Services Directory Synchronization Tool,Microsoft Online Services 目录同步工具
Microsoft Online Services My Company Portal,Microsoft Online Services 我的公司门户
Microsoft Online Services Sign In Application,Microsoft Online Services 登录应用程序
Microsoft Transporter Suite,Microsoft Transporter Suite
Microsoft Exchange Online,Microsoft Exchange Online
touch keyboard,触摸键盘
Microsoft SharePoint Online,Microsoft Office SharePoint Online
Microsoft Online Services Customer Portal,Microsoft Online Services 客户门户
Microsoft Office Communications Online,Microsoft Office Communications Online
Microsoft Exchange Hosted Services,Microsoft Exchange Hosted Services
tuning adapter,调谐适配器
SDV,SDV
authentication,身份验证
action,操作
CORBA,CORBA
cable television,有线电视
netbook,上网本
CDN,CDN
content delivery network,内容传送网络
multitouch,多点触控
multi-touch,多点触控
DISM Transmogrify Provider,DISM 改版提供程序
BitLocker To Go Reader,BitLocker To Go 读取器
scratch directory,暂存目录
scripting,脚本
diagnostic content,诊断内容
diagnostic package,诊断包
Local Content Diagnostic Provider,本地内容诊断提供程序
CD recorder,CD 刻录机
CD burner,CD 刻录机
health packet,运行状况数据包
data binning,数据装箱
FLOPS,PLOPS
FPU,FPU
floating-point unit,浮点单元
thin rendering,精简呈现
user-controlled scheduling,用户控制计划
manual scheduling,手动计划
Best Bet Suggestions report,最佳匹配建议报告
Best Bet Usage report,最佳匹配使用情况报告
HLS,HLS
hue-lightness-saturation,色调-亮度-饱和度
Configuration Export,配置导出
Document Integrity,文档完整性
Web Edit,Web 编辑
personal virtual desktop,个人虚拟机
RemoteApp and Desktop Connection,RemoteApp 和桌面连接
redirection mode,重定向模式
RD Gateway server farm,RD 网关服务器场
RD Gateway-managed computer group,RD 网关管理的计算机组
J2EE,J2EE
RemoteApp and Desktop Connection Management,RemoteApp 和桌面连接管理
RemoteApp and Desktop Connection Web service,RemoteApp 和桌面连接 Web 服务
Personal Virtual Desktop service,个人虚拟机服务
BPA,BPA
BPA engine,BPA 引擎
Remote Desktop Gateway server,远程桌面网关服务器
Query Remote Desktop Server Utility,查询远程桌面服务器工具
user isolation,用户隔离
nagling,nagling
FTP over SSL ,FTP over SSL 
FTPS,FTPS
Remote Desktop Virtualization Host Agent,远程桌面虚拟化主机代理
Remote Desktop Virtualization Host,远程桌面虚拟化主机
BPA scan,BPA 扫描
SSL client certificate mapping authentication,SSl 客户端证书映射身份验证
Windows 7 Ultimate,Windows 7 旗舰版
Windows 7 Home Premium,Windows 7 家庭高级版
Windows 7 Home Basic,Windows 7 家庭普通版
Windows 7 Professional,Windows 7 专业版
Windows 7 Starter,Windows 7 简易版
Windows 7 Enterprise,Windows 7 企业版
LACP,LACP
Link Aggregation Control Protocol,链接聚合控制协议
Group Work Site,组工作网站
Usage and Health Data Collection,Usage and Health data collection
Corrections,更正
Remote Desktop connection authorization policy,远程桌面连接授权策略
Convert to Shape,转换为形状
Record Slide Show,录制幻灯片演示
aerial view,鸟瞰图
PMML,PMML
Music,音乐
sprite,子画面
SVG,SVG
Reading View,阅读视图
Unread Changes,未读的更改
timeline,日程表
Author Marks,作者标记
Rules Manager,规则管理器
layout style,布局样式
Quick Rules,快速规则
Rules Inspector,规则检查器
page layout,页面布局
section layout,节布局
Chart Web Part,图表 Web 部件
ARM,ARM
multi-touch,多点触控
cgi-bin,cgi-bin
presentation section,演示文稿节
logging table,日志记录表
magic number,幻数
Single Connect,单一连接
Report Center,报告中心
Demand Management,需求管理
video on demand,点播视频
VOD,VOD
album,专辑
XQuery,XQuery
XML Query,Xml 查询
Access Services Administration,Access Services 管理
attach,附加
detach,分离
fax machine,传真机
HKEY,HKEY
calculated value,已计算值
InPrivate Filtering,InPrivate 筛选
Windows Sensor and Location platform,Windows 传感器和位置平台
JSP,JSP
Mac OS,Mac 操作系统
OLAP database,OLAP 数据库
PL/SQL,PL/SQL
early media,早期媒体放音
location,位置
Web Platform Installer ,Web 平台安装程序
Unified Tracing Model,统一跟踪模型
Request Filtering,请求筛选
FTP Service for IIS 7.0,用于 IIS 7.0 的 FTP 服务
Application Request Routing,应用程序请求路由
ARR,ARR
Web PI,Web PI
Approval Center,审批中心
automatically save,自动保存
Calculated Metrics,测算指标
Calendar Preview,日历预览
unsupported feature,不支持的功能
SmartArt Picture Layout,SmartArt 图片布局
Classic Workspace,经典工作区
design surface,设计图面
Picture Styles,图片样式
Video Styles,视频样式
single-document interface,单文档界面
SDI,SDI
Reading View,读取视图
Editing View,编辑视图
high-privilege workflow,高权限工作流
URL Rewrite Module for IIS 7,用于 IIS 7 的 URL 重写模块
linking,链接
Application XML,应用程序 XML
AXL,AXL
Business Connectivity Services,Business Connectivity Services
Web Services on Devices,基于设备的 Web 服务
security question,安全性问题
Dynamic Fair-Share Scheduling,动态公平共享调度
DFSS,DFSS
click to call,单击以呼叫
Microsoft Online Services Directory Synchronization,Microsoft Online Services 目录同步
Microsoft Online Services Sign In,Microsoft Online Services 登录
slipstream installation,补充安装
discovery,发现
bare bones,基本功能
to-do,待办事项
Play To,播放到
bias,偏差
billion,十亿
bit pattern,位模式
Access Web Services API,Access Web Services API
enter,输入
splatted variable,splat 变量
least-cost routing,最低成本路由
LCR,LCR
degradation,降级
developer,开发者
action recording,操作录制
action recording section,操作录制部分
configuration variable,配置变量
diagnostic data adapter,诊断数据适配器
line of code,代码行
query-based test suite,基于查询的测试套件
role,角色
shared steps,共享步骤
test configuration,测试配置
test agent controller,测试代理控制器
test plan,测试计划
test suite,测试套件
test point,测试点
test settings,测试设置
test step,测试步骤
coded UI test,编码的 UI 测试
UI Control Locator,UI 控件定位器
formatting dimension,格式化维度
KPI details report,KPI 详细信息报表
file specification,文件规范
form factor,外形规格
claims provider,声明提供程序
visual upgrade,直观升级
data source formatting,数据源格式化
Reporting Services report,报告服务报表
time formula,时间公式
time intelligence filter,时间智能筛选器
unattended service account,无人参与服务帐户
list,列表
bounding rectangle,边框
build activity,生成活动
build controller,生成控制器
environment,环境
environment snapshot,环境快照
environment template,环境模板
environment viewer,环境查看器
IP address pool,IP 地址池
lab agent,实验室代理
Lab Management,实验室管理工具版
TFS,TFS
lab service,实验室服务
machine,计算机
network isolation,网络隔离
network isolation environment,网络隔离环境
physical environment,物理环境
physical machine,物理计算机
team project collection host group,团队项目集合主机组
team project collection library share,团队项目集合库共享
team project host group,团队项目主机组
team project library share,团队项目库共享
lab environment,实验室环境
virtual environment,虚拟环境
infinite loop,无限循环
infinite loop,无限循环
Web Request Throttling,Web 请求限制
claims-based identity,基于声明的标识
integration,集成
intermediate language,中间语言
lexicon,词典
line number,行号
link time,链接时间
enterprise wiki,企业 wiki
full-height number,全高式数字
Design Accents,设计辅色
embedded video clip,嵌入的视频剪辑
embedded audio clip,嵌入的音频剪辑
Feature Upgrade,功能升级
qualified component,限定的组件
tab control,选项卡控件
multiplier,乘数
browser-compatible mode,浏览器兼容的模式
access,访问权限
add,添加
tab page,选项卡页
Storage Usage report,存储使用情况报告
Page Performance Console,页面性能控制台
User Solution Packaging,用户解决方案封装
NUL,NUL
NUL,NUL
SharePoint Maintenance Manager,SharePoint 维护管理器
planar,平面
online storage,网盘
Windows PowerShell ISE,Windows PowerShell ISE
Live Mesh,Live Mesh
p-code,p 代码
search key,搜索关键字
spindle,主轴
tick,时钟周期
unload,卸载
SketchFlow,SketchFlow
adaptive streaming,自适应流式处理
Graphics Interchange Format,图形交换格式
Application Flow panel,应用程序流面板
b-frame,双向预测帧
bidirectional predictive frame,双向预测帧
FrontPage Server Extensions,FrontPage 服务器扩展
FPSE,FPSE
multiple bit rate encoding,多比特率编码
navigation node,导航节点
nonsquare pixel,非正方形像素
rectangular pixel,矩形像素
overlay,覆盖
part,部件
p-frame,未来单项预测帧
predictive frame,未来单项预测帧
pillarbox,左右黑边
pixel aspect ratio,像素纵横比
PAR,PAR
profile,模式
sample rate,采样率
SketchFlow Player,SketchFlow 播放器
subpath,子路径
VC-1,VC-1
Windows Media Video,Windows Media 视频
WMV,WMV
recover,恢复
partition,分区
activity feed,活动源
asynchronous event,异步事件
synchronous event,同步事件
after event,后期事件
post-event,后期事件
before event,前期事件
pre-event,前期事件
bookmarklet,小书签
operating environment,操作环境
alternate key,备用键
spooler,后台处理程序
rich-text editor,RTF 编辑器
authorization code,授权代码
Mini Translator,翻译屏幕提示
Highlight Viewer,突出显示查看器
setup program,安装程序
Microsoft Online Services Administration Center,Microsoft Online Services 管理中心
point,点
tile,平铺
delegate control,委托控件
extension,扩展
JavaScript Object Notation,JavaScript 对象表示法
JSON,JSON
connector framework,连接器框架
solution package,解决方案包
social tag,社会性标签
social data,社会数据
service window,服务时段
query-size threshold,查询大小阈值
language pack,语言包
note board,记事板
logging database,日志记录数据库
Windows Live installer,Windows Live 安装程序
Windows Live Home,Windows Live 主页
phone call,电话呼叫
application library caching,应用程序库缓存
application extension services,应用程序扩展服务
local messaging,本地消息传递
DSA,DSA
Digital Signature Algorithm,数字签名算法
out-of-browser,脱离浏览器
action log,操作日志
activity implementer,活动实施者
automated activity,自动完成的活动
change creator,更改创建者
change request,更改请求
configuration item,配置项目
light source,光源
Search button,“搜索”按钮
search preview,搜索预览
filtered view,筛选视图
groom,清理
history,历史记录
incident,事件
notification subscriber,通知订户
notification subscriber address,通知订户地址
notification subscription,通知订阅
Microsoft Office Upload Center,Microsoft Office 上载中心
review activity,审阅活动
reviewer,审阅者
role-based security,基于角色的安全性
Service Manager console,Service Manager 控制台
Service Manager data warehouse management server,Service Manager 数据仓库管理服务器
Service Manager database,Service Manager 数据库
Service Manager management server,Service Manager 管理服务器
user role profile,用户角色配置文件
Secure Store Service,Secure Store Service
native language,本机语言
dataset,数据集
Microsoft SharePoint Server State Service,Microsoft SharePoint Server State Service
External Content Type Designer,外部内容类型设计器
sandboxed solution,沙盒解决方案
list,列表
latest version,最新版本
bound,绑定
classification,分类
knowledge,知识
service,服务
task,任务
template,模板
user role,用户角色
control part,控件部件
repository,存储库
trigger,触发器
vectorization,矢量化
action,操作
chunked file,分块文件
Appear offline,隐身
.isx,.isx
.wpl,.wpl
Advanced Stream Redirector,高级数据流转向器
ASX,ASX
bit-rate throttling,比特率限制
fragment,片段
chunk,区块
Fast Start,快速启动
media asset,媒体资产
latency,延迟
media entry,媒体条目
nesting,嵌套
throttle,限制
Web playlist,Web 播放列表
Smooth Streaming presentation,平滑流式处理演示
text stream,文本流
Smooth Streaming presentation content,平滑流式处理演示内容
Smooth Streaming presentation manifest,平滑流式处理演示清单
Server manifest,服务器清单
Client manifest,客户端清单
stream,流
timeout,超时
Lifetime,生存期
Inactivity,非活动
Smooth Streaming,平滑流式处理
Silverlight XAP file,Silverlight XAP 文件
kid-friendly website,适合儿童浏览的网站
.csv,.csv
.dll,.dll
.eps,.eps
.htm,.htm
H.264,H.264
MSN Mobile,MSN Mobile
Self-Service Site Creation,自助式网站创建
progressive scan,逐行扫描
publish,发布
AutoHide,自动隐藏
vector artwork,矢量图
parallel processing,并行处理
Windows Media Audio,Windows Media 音频
WMA,WMA
.aiff,.aiff
.asp,.asp
site,站点
.gif,.gif
SketchFlow Map panel,SketchFlow 图面板
component connection,组件连接
component node,组件节点
navigation connection,导航连接
SketchFlow Animation,SketchFlow 动画
sketch style,草图样式
application flow,应用程序流
SketchFlow prototype,SketchFlow 原型
.bak,.bak
.bat,.bat
program stream format,节目流格式
.bmp,.bmp
.dat,.dat
.dbf,.dbf
.drv,.drv
Microsoft Malware Protection Center,Microsoft 恶意软件防护中心
Remote Desktop Session Host,远程桌面会话主机
version control label,版本控制标签
quit,退出
.tif,.tif
.tiff,.tiff
.txt,.txt
Backstage view,Backstage 视图
eDiscovery,电子数据展示
electronic discovery,电子发现
Microsoft Online Services Migration Tools,Microsoft Online Services 迁移工具
Microsoft Online Services Partner Administration Center,Microsoft Online Services 合作伙伴管理中心
.exe file,.exe 文件
custom table,自定义表
user activation,用户激活
Business Productivity Online Standard Suite,Business Productivity Online Standard Suite
web package,Web 程序包
one-click publish,单击发布
MMS,彩信
mobile browser,移动浏览器
Windows Live FrameIt,Windows Live FrameIt
Hold and eDiscovery,保留和电子数据展示
.pst,.pst
Windows Live OneCare Advisor,Windows Live OneCare Advisor
display item,显示项
Filter Web Part,筛选器 Web 部件
Windows Live Writer,Windows Live Writer
Windows Live Toolbar,Windows Live Toolbar
Windows Live Sync,Windows Live Sync
Windows Live Spaces,Windows Live Spaces
objective KPI,目标 KPI
PerformancePoint Content List,PerformancePoint 内容列表
PerformancePoint Service,PerformancePoint Service
PerformancePoint Settings Database,PerformancePoint 设置数据库
Microsoft Online Services Partner Sales Portal,Microsoft Online Services 合作伙伴销售门户
Windows Live Space,Windows Live 共享空间
Windows Live Photos,Windows Live 照片
Windows Live Photo Gallery,Windows Live 照片库
Windows Live OneCare Safety Scanner,Windows Live OneCare 安全扫描程序
Stack Selector Web Part,堆叠选择器 Web 部件
time dimension,时间维度
Business Productivity Online Deskless Worker Suite,Business Productivity Online Deskless Worker Suite
report,报表
Windows Live Profile,Windows Live 个人资料
Report Web Part,报表 Web 部件
Windows Live Family Safety,Windows Live 家庭安全设置
Scorecard Web Part,记分卡 Web 部件
Windows Live OneCare,Windows Live OneCare
Windows Live Messenger,Windows Live Messenger
Windows Live Mail,Windows Live Mail
PerformancePoint Service application proxy,PerformancePoint Service 应用程序代理
PerformancePoint Services in Microsoft SharePoint Server,Microsoft SharePoint Server 中的 PerformancePoint Services
PerformancePoint Services,PerformancePoint Services
PerformancePoint Services Central Administration,PerformancePoint Services 管理中心
flick,轻拂
Microsoft Business Productivity Online Deskless Worker Suite,Microsoft Business Productivity Online Deskless Worker Suite
Application Registry Service,Application Registry Service
external list,外部列表
Network and Sharing Center,网络和共享中心
ribbon,功能区
Online Archive,联机存档
Windows Live Hotmail,Windows Live Hotmail
Windows Live Groups,Windows Live 群
Windows Live Gallery,Windows Live Gallery
Windows Live Essentials,Windows Live 软件包
Windows Live Contacts,Windows Live 联系人
Windows Live Call,Windows Live Call
Windows Live Calendar,Windows Live 日历
Windows Live Alerts,Windows Live 提醒
Windows Live Agents,Windows Live 机器人
Search by,搜索提供商：
Microsoft Services Connector,Microsoft Services Connector
Microsoft Online Services Setup Accelerator,Microsoft Online Services 安装加速器
Microsoft Online Services Help and How-to,Microsoft Online Services 帮助和使用方法
Active Accessibility,Active Accessibility
DB,DB
Team Call,团队呼叫
team-call group,团队呼叫组
activity data,活动数据
application configuration file,应用程序配置文件
arbitration port,仲裁端口
default capture mode,默认捕获模式
targets file,目标文件
symbol store,符号存储区
cache client,缓存客户端
cache cluster,缓存群集
Backstage,Backstage
cache invalidation,缓存无效
cache item,缓存项
cache notification,缓存通知
cache port,缓存端口
cache-aside programming pattern,缓存端编程模式
cache-enabled application,支持缓存的应用程序
cluster configuration storage location,群集配置存储位置
cluster port,群集端口
concurrency model,并发模型
ETW-based log sink,基于 ETW 的日志接收器
Event Tracing for Windows (ETW)-based log sink,基于 Windows 事件跟踪的日志接收器
Microsoft Exchange Key Management Server,Microsoft Exchange 密钥管理服务器
KMS,KMS
log sink,日志接收器
touchtone dialing,按键拨号
touchtone,按键
ERP,ERP
data element,数据元素
Windows Live Devices,Windows Live 设备
failure notification,失败通知
high watermark,高水印
low watermark,低水印
lead host,主要主机
audience compilation,访问群体搜集
language code identifier,语言代码标识符
watermark,水印
T-SQL,T-SQL
back-end database server,后端数据库服务器
Base 64 encoding,Base64 编码
Business Logic Module,业务逻辑模块
empty GUID,空 GUID
form template file,表单模板文件
.xsn file,.xsn 文件
front-end Web server,前端 Web 服务器
RPC transport,RPC 传输
SOAP action,SOAP 操作
SOAP body,SOAP 主体
SOAP fault,SOAP 错误
time zone,时区
version stamp,版本标记
WSDL message,WSDL 消息
XML fragment,XML 段落
XML namespace prefix,XML 命名空间前缀
complex type,复杂类型
simple type,简单类型
Audit Collection Services,审核收集服务
ACS,ACS
containment relationship,包含关系
hosting relationship,托管关系
Administration Pack for IIS 7,Administration Pack for IIS 7
IIS Advanced Logging,IIS 高级日志记录
Core Web Server,核心 Web 服务器
External Cache 1.0,External Cache 1.0
IIS 7 Deployment Handler,IIS 7 部署处理程序
IIS Database Manager,IIS 数据库管理器
IIS Media Pack 1.0,IIS Media Pack 1.0
IIS Media Services,IIS Media Services
IIS Media Services 2.0,IIS Media Services 2.0
IIS Site Analyzer,IIS 站点分析器
Internet Information Services 7 Manager,Internet Information Services (IIS) 7 管理器
IIS Web Management Service ,IIS Web 管理服务
Microsoft Web Platform,Microsoft Web 平台
Microsoft Web Platform Installer ,Microsoft Web 平台安装程序
WPI,WPI
WMSvc,WMSvc
WebDAV 7.5 for IIS 7,WebDAV 7.5 for IIS 7
Internet Information Services 7 Manager for Remote Administration,用于远程管理的 Internet Information Services (IIS) 7 管理器
URLScan 3.1,URLScan 3.1
Microsoft Web Deployment Agent Service,Microsoft Web 部署代理服务
Web Deployment Framework,Web 部署框架
Web Deployment Tool,Web 部署工具
cache operation,缓存操作
event classification,事件分类
eviction,逐出
high availability,高可用性
least recently used,最近最少使用的
local cache,本地缓存
LRU,LRU
named cache,命名缓存
object lifetime,对象生存期
optimistic concurrency,乐观并发
pessimistic concurrency,悲观并发
cache region,缓存区域
resource data,资源数据
routing client,路由客户端
simple client,简单客户端
strong consistency,非常一致
cache tag,缓存标记
version,版本
expiration,过期
IIS 7 Manager,IIS 7 Manager
PowerPivot workbook,PowerPivot 工作薄
PowerPivot service,PowerPivot 服务
PowerPivot Web service,PowerPivot Web 服务
PowerPivot service application,PowerPivot 服务应用程序
data feed,数据馈送
Microsoft SQL Server PowerPivot for Microsoft Excel,Microsoft SQL Server PowerPivot for Microsoft Excel
SQL Server PowerPivot for Excel,SQL Server PowerPivot for Excel
PowerPivot data,PowerPivot 数据
management server,管理服务器
management group,管理组
model,模型
Operations Manager Connector Framework,Operations Manager Connector Framework
Operations Manager database,Operations Manager 数据库
Operations Manager Health Explorer,Operations Manager 运行状况资源管理器
Operations Manager reporting server,Operations Manager Reporting Server
